"Country","Response_measure","date_start","date_end"
"Denmark","EntertainmentVenues",2020-12-16,2021-05-20
"Denmark","EntertainmentVenues",2021-12-17,2022-01-31
"Denmark","EntertainmentVenuesPartial",2021-05-21,2021-09-09
"Denmark","EntertainmentVenuesPartial",2021-12-10,2021-12-16
"Denmark","GymsSportsCentres",2020-03-18,2020-06-08
"Denmark","GymsSportsCentres",2020-12-16,2021-04-20
"Denmark","GymsSportsCentresPartial",2021-04-21,2021-08-31
"Denmark","IndoorOver100",2021-06-11,2021-06-30
"Denmark","IndoorOver50",2020-03-18,2020-06-14
"Denmark","IndoorOver50",2021-05-21,2021-06-10
"Denmark","IndoorOver500",2020-06-15,2020-10-25
"Denmark","IndoorOver500",2021-07-01,2021-07-31
"Denmark","MasksMandatoryAllSpacesPartial",2021-11-29,2022-01-31
"Denmark","MasksMandatoryClosedSpaces",2020-10-29,2021-06-10
"Denmark","MasksVoluntaryAllSpacesPartial",2020-07-09,2021-11-28
"Denmark","MasksVoluntaryClosedSpacesPartial",2020-08-21,2020-08-22
"Denmark","MassGather50",2020-03-18,2020-06-14
"Denmark","MassGather50",2020-10-26,2021-04-05
"Denmark","MassGather50",2021-05-06,2021-06-10
"Denmark","MassGatherAll",2020-03-18,2020-06-14
"Denmark","MassGatherAll",2021-06-11,2021-07-31
"Denmark","MassGatherAllPartial",2020-06-15,2021-06-10
"Denmark","NonEssentialShops",2020-04-28,2020-05-10
"Denmark","NonEssentialShops",2020-12-16,2021-02-28
"Denmark","NonEssentialShops",2021-04-06,2021-04-12
"Denmark","NonEssentialShopsPartial",2020-03-11,2020-04-27
"Denmark","NonEssentialShopsPartial",2021-04-13,2021-04-20
"Denmark","NonEssentialShopsPartial",2021-12-19,2022-01-31
"Denmark","OutdoorOver100",2020-09-05,2020-10-25
"Denmark","OutdoorOver100",2021-04-06,2021-05-05
"Denmark","OutdoorOver100",2021-05-21,2021-06-10
"Denmark","OutdoorOver50",2020-03-18,2020-04-20
"Denmark","OutdoorOver50",2021-05-06,2021-05-20
"Denmark","OutdoorOver500",2020-04-21,2020-09-04
"Denmark","PlaceOfWorship",2020-03-18,2020-05-18
"Denmark","PlaceOfWorshipPartial",2021-12-19,2022-01-31
"Denmark","PrivateGatheringRestrictions",2020-03-18,2020-06-14
"Denmark","PrivateGatheringRestrictions",2020-10-26,2021-07-05
"Denmark","PrivateGatheringRestrictionsPartial",2021-12-19,2022-01-31
"Denmark","QuarantineForInternationalTravellers",2020-03-18,2020-03-30
"Denmark","RestaurantsCafes",2020-03-18,2020-05-17
"Denmark","RestaurantsCafes",2020-12-16,2021-04-20
"Denmark","RestaurantsCafesPartial",2020-05-18,2020-12-15
"Denmark","RestaurantsCafesPartial",2021-04-21,2021-08-31
"Denmark","RestaurantsCafesPartial",2021-12-19,2022-01-31
"Denmark","StayHomeRiskG",2020-03-14,NA
"Denmark","Teleworking",2020-03-13,2020-06-14
"Denmark","Teleworking",2020-12-16,2021-05-20
"Denmark","Teleworking",2021-12-19,2022-01-31
"Denmark","TeleworkingPartial",2020-06-15,2020-12-15
"Denmark","TeleworkingPartial",2021-05-21,2021-07-31
"Denmark","WorkplaceClosures",2020-03-13,2020-05-10
"Estonia","AdaptationOfWorkplacePartial",2020-03-16,NA
"Estonia","BanOnAllEventsPartial",2021-03-03,2021-05-02
"Estonia","ClosDaycarePartial",2021-03-11,2021-05-02
"Estonia","ClosHigh",2020-03-16,2020-05-17
"Estonia","ClosHigh",2020-12-14,2020-12-31
"Estonia","ClosHigh",2021-03-01,2021-05-16
"Estonia","ClosPrim",2020-03-16,2020-05-17
"Estonia","ClosPrim",2020-12-14,2020-12-31
"Estonia","ClosPrim",2021-03-11,2021-05-02
"Estonia","ClosPubAny",2020-03-12,2020-05-16
"Estonia","ClosPubAnyPartial",2020-05-17,2020-07-01
"Estonia","ClosPubAnyPartial",2020-08-19,2021-06-22
"Estonia","ClosPubAnyPartial",2021-08-09,NA
"Estonia","ClosSec",2020-03-16,2020-05-17
"Estonia","ClosSec",2020-12-14,2021-01-10
"Estonia","ClosSec",2021-03-01,2021-05-02
"Estonia","ClosSecPartial",2021-05-03,2021-05-16
"Estonia","EntertainmentVenues",2020-03-12,2020-05-16
"Estonia","EntertainmentVenues",2021-03-03,2021-05-02
"Estonia","EntertainmentVenuesPartial",2020-05-17,2020-07-01
"Estonia","EntertainmentVenuesPartial",2020-11-16,2021-03-02
"Estonia","EntertainmentVenuesPartial",2021-05-03,2021-06-22
"Estonia","EntertainmentVenuesPartial",2021-08-09,2022-03-15
"Estonia","GymsSportsCentres",2020-03-16,2020-05-17
"Estonia","GymsSportsCentres",2021-03-11,2021-05-02
"Estonia","GymsSportsCentresPartial",2020-08-19,2021-03-10
"Estonia","GymsSportsCentresPartial",2021-05-03,2021-06-22
"Estonia","IndoorOver100",2020-06-01,2020-07-14
"Estonia","IndoorOver100",2020-11-28,2021-03-02
"Estonia","IndoorOver100",2021-05-03,2021-05-23
"Estonia","IndoorOver1000",2020-07-15,2020-11-27
"Estonia","IndoorOver1000",2021-06-28,2021-08-08
"Estonia","IndoorOver50",2020-05-18,2020-05-31
"Estonia","IndoorOver50",2021-08-09,2022-03-15
"Estonia","IndoorOver500",2021-05-24,2021-06-27
"Estonia","MasksMandatoryClosedSpaces",2020-11-24,2021-06-01
"Estonia","MasksMandatoryClosedSpacesPartial",2021-08-26,2022-03-30
"Estonia","MasksVoluntaryClosedSpaces",2020-03-12,2020-05-16
"Estonia","MasksVoluntaryClosedSpacesPartial",2020-05-17,2020-07-31
"Estonia","MasksVoluntaryClosedSpacesPartial",2020-10-12,2020-11-23
"Estonia","MasksVoluntaryClosedSpacesPartial",2022-03-31,NA
"Estonia","MassGather50",2020-05-18,2020-05-31
"Estonia","MassGather50Partial",2021-03-03,2021-05-02
"Estonia","MassGather50Partial",2021-08-09,2022-03-15
"Estonia","MassGatherAll",2020-05-18,2020-05-31
"Estonia","MassGatherAll",2020-07-15,2021-03-02
"Estonia","MassGatherAllPartial",2020-06-01,2020-07-14
"Estonia","MassGatherAllPartial",2021-03-03,2022-03-15
"Estonia","NonEssentialShops",2020-03-27,2020-05-17
"Estonia","NonEssentialShops",2021-03-11,2021-05-02
"Estonia","NonEssentialShopsPartial",2021-03-06,2021-03-10
"Estonia","NonEssentialShopsPartial",2021-05-03,2021-06-22
"Estonia","OutdoorOver100",2020-05-18,2020-06-30
"Estonia","OutdoorOver100",2021-02-22,2021-03-02
"Estonia","OutdoorOver100",2021-08-09,2022-03-15
"Estonia","OutdoorOver1000",2020-07-01,2020-11-23
"Estonia","OutdoorOver1000",2021-06-11,2021-06-27
"Estonia","OutdoorOver1000",2021-08-02,2021-08-08
"Estonia","OutdoorOver500",2020-11-24,2021-02-21
"Estonia","OutdoorOver500",2021-05-03,2021-06-10
"Estonia","PlaceOfWorship",2020-03-12,2020-05-10
"Estonia","PlaceOfWorshipPartial",2020-12-24,2021-06-22
"Estonia","PlaceOfWorshipPartial",2021-08-09,NA
"Estonia","PrivateGatheringRestrictions",2020-03-12,2020-05-17
"Estonia","PrivateGatheringRestrictions",2020-11-16,2021-01-10
"Estonia","PrivateGatheringRestrictions",2021-02-01,2021-04-25
"Estonia","PrivateGatheringRestrictionsPartial",2021-01-11,2021-01-31
"Estonia","PrivateGatheringRestrictionsPartial",2021-04-26,2021-06-22
"Estonia","QuarantineForInternationalTravellers",2020-01-28,2020-05-31
"Estonia","QuarantineForInternationalTravellers",2020-07-31,2021-01-31
"Estonia","QuarantineForInternationalTravellers",2022-01-10,NA
"Estonia","QuarantineForInternationalTravellersPartial",2020-06-01,2020-07-30
"Estonia","QuarantineForInternationalTravellersPartial",2021-02-01,2022-01-09
"Estonia","RestaurantsCafes",2021-03-11,2021-05-02
"Estonia","RestaurantsCafesPartial",2020-11-16,2021-03-02
"Estonia","RestaurantsCafesPartial",2021-03-06,2021-03-10
"Estonia","RestaurantsCafesPartial",2021-05-03,2021-06-22
"Estonia","StayHomeGen",2020-03-12,2020-05-17
"Estonia","TeleworkingPartial",2020-03-16,NA
"Finland","ClosHigh",2020-03-18,2020-08-03
"Finland","ClosHighPartial",2020-08-04,2021-07-31
"Finland","ClosPrim",2020-03-18,2020-05-14
"Finland","ClosPubAny",2020-03-18,2020-05-31
"Finland","ClosPubAnyPartial",2020-06-01,NA
"Finland","ClosSec",2020-03-18,2020-08-03
"Finland","ClosSecPartial",2020-08-04,2021-07-31
"Finland","EntertainmentVenues",2020-03-18,2020-05-31
"Finland","EntertainmentVenuesPartial",2020-06-01,NA
"Finland","GymsSportsCentres",2020-03-18,2020-06-01
"Finland","IndoorOver50",2020-03-18,2020-07-31
"Finland","IndoorOver50",2020-10-15,2021-10-04
"Finland","IndoorOver500",2020-03-12,2020-03-17
"Finland","IndoorOver500",2020-08-01,2020-10-14
"Finland","MasksVoluntaryAllSpacesPartial",2022-01-07,NA
"Finland","MasksVoluntaryClosedSpaces",2020-09-18,NA
"Finland","MasksVoluntaryClosedSpacesPartial",2020-08-13,2020-09-17
"Finland","MassGather50",2020-03-18,2020-06-30
"Finland","MassGather50Partial",2020-07-01,2020-07-31
"Finland","MassGather50Partial",2020-10-15,2021-10-04
"Finland","MassGatherAll",2020-03-12,2020-06-30
"Finland","MassGatherAllPartial",2020-07-01,2021-10-04
"Finland","OutdoorOver50",2020-03-18,2020-07-01
"Finland","OutdoorOver50",2020-10-15,2021-10-04
"Finland","OutdoorOver500",2020-03-12,2020-03-17
"Finland","OutdoorOver500",2020-07-02,2020-10-14
"Finland","PrivateGatheringRestrictionsPartial",2022-01-07,2022-02-01
"Finland","QuarantineForInternationalTravellers",2020-03-18,2020-06-14
"Finland","QuarantineForInternationalTravellersPartial",2020-06-15,NA
"Finland","RestaurantsCafes",2020-03-18,2020-05-31
"Finland","RestaurantsCafesPartial",2020-06-01,2020-07-13
"Finland","RestaurantsCafesPartial",2020-10-01,2021-04-18
"Finland","RestaurantsCafesPartial",2021-07-24,2021-10-14
"Finland","RestaurantsCafesPartial",2021-12-28,2022-01-11
"Finland","StayHomeRiskG",2020-03-16,2020-06-22
"Finland","StayHomeRiskGPartial",2020-06-23,2021-07-01
"Finland","Teleworking",2020-03-18,2020-08-01
"Finland","TeleworkingPartial",2020-08-13,2022-02-28
"France","BanOnAllEvents",2020-10-19,2021-06-29
"France","ClosDaycare",2020-03-16,2020-06-01
"France","ClosDaycare",2021-04-06,2021-04-26
"France","ClosDaycarePartial",2020-06-02,2020-06-22
"France","ClosHigh",2020-10-27,2021-01-24
"France","ClosHighPartial",2020-03-16,2020-06-22
"France","ClosHighPartial",2021-01-25,2021-09-03
"France","ClosPrim",2021-04-06,2021-04-26
"France","ClosPrimPartial",2020-03-16,2020-06-22
"France","ClosPubAny",2020-03-16,2020-05-10
"France","ClosPubAnyPartial",2020-05-11,2020-06-22
"France","ClosPubAnyPartial",2020-10-28,NA
"France","ClosSec",2020-03-16,2020-05-10
"France","ClosSec",2021-04-06,2021-05-02
"France","ClosSecPartial",2020-05-11,2020-06-22
"France","ClosSecPartial",2021-05-03,2021-09-03
"France","EntertainmentVenues",2020-03-16,2020-06-01
"France","EntertainmentVenues",2020-10-28,2021-05-18
"France","EntertainmentVenuesPartial",2020-06-02,2020-06-22
"France","EntertainmentVenuesPartial",2021-05-19,2022-03-13
"France","GymsSportsCentres",2020-03-16,2020-06-22
"France","GymsSportsCentres",2020-10-28,2021-05-18
"France","GymsSportsCentresPartial",2021-05-19,NA
"France","IndoorOver1000",2020-02-29,2020-10-18
"France","IndoorOver1000",2021-06-30,2022-02-16
"France","MasksMandatoryAllSpaces",2020-10-29,2021-06-16
"France","MasksMandatoryAllSpacesPartial",2021-06-17,2022-02-01
"France","MasksMandatoryClosedSpaces",2020-07-20,2020-10-28
"France","MasksMandatoryClosedSpaces",2022-02-02,2022-02-27
"France","MasksMandatoryClosedSpacesPartial",2020-05-11,2020-07-19
"France","MasksMandatoryClosedSpacesPartial",2022-02-28,NA
"France","MasksVoluntaryAllSpaces",2020-05-11,2020-07-19
"France","MassGather50",2020-10-19,2021-06-29
"France","MassGather50Partial",2020-09-18,2020-10-18
"France","MassGatherAll",2020-02-29,2020-09-17
"France","MassGatherAll",2020-10-19,2021-06-29
"France","MassGatherAllPartial",2020-09-18,2020-10-18
"France","MassGatherAllPartial",2021-06-30,2022-02-16
"France","NonEssentialShops",2020-03-16,2020-05-10
"France","NonEssentialShops",2020-10-29,2020-11-27
"France","NonEssentialShopsPartial",2020-05-11,2020-06-02
"France","NonEssentialShopsPartial",2020-11-28,2021-05-18
"France","OutdoorOver1000",2020-03-13,2020-07-11
"France","OutdoorOver1000",2021-06-30,2022-02-16
"France","OutdoorOver50",2020-09-18,2020-10-18
"France","PlaceOfWorshipPartial",2020-10-28,2021-06-30
"France","PrivateGatheringRestrictions",2020-03-17,2020-06-15
"France","PrivateGatheringRestrictions",2020-10-28,2020-12-15
"France","PrivateGatheringRestrictionsPartial",2020-09-23,2020-10-27
"France","QuarantineForInternationalTravellersPartial",2021-06-09,NA
"France","RegionalStayHomeOrderPartial",2020-10-17,2020-10-28
"France","RegionalStayHomeOrderPartial",2021-02-26,2021-03-19
"France","RegionalStayHomeOrderPartial",2021-07-30,2022-03-31
"France","RestaurantsCafes",2020-03-16,2020-06-01
"France","RestaurantsCafes",2020-10-28,2021-05-18
"France","RestaurantsCafesPartial",2020-06-02,2020-06-15
"France","RestaurantsCafesPartial",2021-05-19,2022-03-13
"France","StayHomeGen",2020-03-13,2020-03-15
"France","StayHomeOrder",2020-03-17,2020-05-11
"France","StayHomeOrder",2020-10-29,2020-12-14
"France","StayHomeOrderPartial",2020-05-12,2020-06-02
"France","StayHomeOrderPartial",2020-10-17,2020-10-28
"France","StayHomeOrderPartial",2020-12-15,2021-06-20
"France","Teleworking",2020-03-17,2020-05-10
"France","Teleworking",2020-10-29,2021-06-08
"France","TeleworkingPartial",2020-05-11,2020-10-28
"France","TeleworkingPartial",2021-06-09,2022-03-13
"France","WorkplaceClosures",2020-03-17,2020-05-11
"Germany","BanOnAllEvents",2020-03-23,2020-05-10
"Germany","BanOnAllEvents",2020-11-02,2021-03-28
"Germany","BanOnAllEventsPartial",2020-05-11,2020-06-29
"Germany","ClosDaycare",2020-03-13,2020-05-14
"Germany","ClosDaycarePartial",2020-05-15,2020-07-01
"Germany","ClosDaycarePartial",2020-12-16,2021-05-31
"Germany","ClosPrim",2020-03-13,2020-05-03
"Germany","ClosPrimPartial",2020-05-04,2020-06-29
"Germany","ClosPrimPartial",2020-12-16,2021-08-31
"Germany","ClosPubAny",2020-03-16,2020-05-04
"Germany","ClosPubAnyPartial",2020-05-05,NA
"Germany","ClosSec",2020-03-13,2020-05-03
"Germany","ClosSecPartial",2020-05-04,2020-06-15
"Germany","ClosSecPartial",2020-12-16,2021-08-31
"Germany","ClosureOfPublicTransportPartial",2021-11-18,NA
"Germany","EntertainmentVenues",2020-03-16,2020-05-04
"Germany","EntertainmentVenues",2020-11-02,2021-03-07
"Germany","EntertainmentVenuesPartial",2020-05-05,2020-11-01
"Germany","EntertainmentVenuesPartial",2021-03-08,NA
"Germany","GymsSportsCentres",2020-11-02,2021-03-07
"Germany","GymsSportsCentresPartial",2021-03-08,2021-05-31
"Germany","HotelsOtherAccommodationPartial",2020-10-07,2021-05-31
"Germany","IndoorOver100",2020-06-30,2020-09-28
"Germany","IndoorOver1000",2020-03-10,2020-03-22
"Germany","IndoorOver50",2020-09-29,2020-11-01
"Germany","IndoorOver500",2021-06-01,NA
"Germany","MasksMandatoryAllSpacesPartial",2020-11-02,2021-06-20
"Germany","MasksMandatoryAllSpacesPartial",2021-12-12,NA
"Germany","MasksMandatoryClosedSpaces",2020-04-28,2020-11-01
"Germany","MasksMandatoryClosedSpaces",2021-11-18,NA
"Germany","MasksMandatoryClosedSpacesPartial",2021-06-21,2021-11-17
"Germany","MasksVoluntaryAllSpaces",2020-04-02,2020-04-27
"Germany","MassGather50",2020-03-23,2020-05-10
"Germany","MassGather50",2020-11-02,2021-03-28
"Germany","MassGather50Partial",2020-05-11,2020-06-29
"Germany","MassGather50Partial",2020-09-29,2020-11-01
"Germany","MassGatherAll",2020-03-10,2020-05-10
"Germany","MassGatherAll",2020-11-02,2021-03-28
"Germany","MassGatherAllPartial",2020-05-11,2020-11-01
"Germany","MassGatherAllPartial",2021-06-01,NA
"Germany","NonEssentialShops",2020-03-16,2020-04-20
"Germany","NonEssentialShops",2020-12-16,2021-03-07
"Germany","NonEssentialShopsPartial",2021-03-08,2022-02-16
"Germany","OutdoorOver100",2020-06-30,2020-11-01
"Germany","OutdoorOver500",2021-06-01,NA
"Germany","PlaceOfWorshipPartial",2020-12-16,2021-05-31
"Germany","PrivateGatheringRestrictions",2020-11-02,2021-05-31
"Germany","PrivateGatheringRestrictionsPartial",2021-12-02,NA
"Germany","QuarantineForInternationalTravellers",2020-02-14,2020-06-15
"Germany","QuarantineForInternationalTravellers",2020-11-08,2021-05-11
"Germany","QuarantineForInternationalTravellersPartial",2020-06-16,2020-11-07
"Germany","QuarantineForInternationalTravellersPartial",2021-05-12,NA
"Germany","RestaurantsCafes",2020-03-23,2020-05-04
"Germany","RestaurantsCafes",2020-11-02,2021-04-22
"Germany","RestaurantsCafesPartial",2020-05-05,2020-06-08
"Germany","RestaurantsCafesPartial",2020-10-14,2020-11-01
"Germany","RestaurantsCafesPartial",2021-04-23,NA
"Germany","SocialCirclePartial",2020-08-02,2022-03-20
"Germany","StayHomeGen",2020-03-09,2020-05-05
"Germany","StayHomeGenPartial",2020-05-06,2020-06-29
"Germany","StayHomeOrderPartial",2020-12-09,2021-05-31
"Germany","Teleworking",2021-01-19,2021-06-30
"Germany","TeleworkingPartial",2020-12-23,2021-01-18
"Germany","TeleworkingPartial",2021-07-01,2022-03-19
"Greece","BanOnAllEvents",2020-11-07,2021-01-25
"Greece","BanOnAllEventsPartial",2020-07-13,2020-11-06
"Greece","BanOnAllEventsPartial",2021-12-24,2022-03-20
"Greece","ClosDaycare",2020-03-11,2020-06-01
"Greece","ClosDaycare",2020-11-16,2021-01-10
"Greece","ClosDaycare",2021-03-20,2021-05-09
"Greece","ClosDaycarePartial",2021-02-06,2021-03-19
"Greece","ClosDaycarePartial",2021-05-10,2021-05-17
"Greece","ClosHigh",2020-03-16,2020-05-24
"Greece","ClosHighPartial",2020-05-25,2021-09-13
"Greece","ClosPrim",2020-03-11,2020-06-01
"Greece","ClosPrim",2020-11-16,2021-01-10
"Greece","ClosPrim",2021-03-20,2021-05-09
"Greece","ClosPrimPartial",2021-02-06,2021-03-19
"Greece","ClosPubAnyPartial",2020-03-14,NA
"Greece","ClosSec",2020-03-11,2020-05-18
"Greece","ClosSec",2020-11-07,2021-02-05
"Greece","ClosSec",2021-03-20,2021-04-11
"Greece","ClosSecPartial",2021-02-06,2021-03-19
"Greece","ClosSecPartial",2021-04-12,2021-05-09
"Greece","EntertainmentVenues",2020-03-14,2020-06-15
"Greece","EntertainmentVenues",2020-11-07,2021-05-20
"Greece","EntertainmentVenuesPartial",2020-08-09,2020-11-06
"Greece","EntertainmentVenuesPartial",2021-05-21,NA
"Greece","GymsSportsCentres",2020-11-07,2021-05-30
"Greece","GymsSportsCentresPartial",2020-03-14,2020-06-15
"Greece","GymsSportsCentresPartial",2020-11-04,2020-11-06
"Greece","GymsSportsCentresPartial",2021-09-13,NA
"Greece","HotelsOtherAccommodation",2020-03-15,2020-05-24
"Greece","HotelsOtherAccommodationPartial",2020-05-25,2020-07-01
"Greece","MasksMandatoryAllSpaces",2020-07-17,2021-06-27
"Greece","MasksMandatoryAllSpaces",2021-12-25,2022-03-04
"Greece","MasksMandatoryAllSpacesPartial",2021-06-28,2021-12-24
"Greece","MasksMandatoryClosedSpaces",2020-04-28,2020-07-06
"Greece","MasksMandatoryClosedSpacesPartial",2022-03-05,NA
"Greece","MasksVoluntaryClosedSpaces",2020-07-07,2020-07-16
"Greece","MassGather50",2020-11-07,2021-01-25
"Greece","MassGather50Partial",2020-07-13,2020-11-06
"Greece","MassGather50Partial",2021-12-24,2022-03-20
"Greece","MassGatherAll",2020-11-07,2021-05-20
"Greece","MassGatherAllPartial",2020-07-13,2020-11-06
"Greece","MassGatherAllPartial",2021-12-24,2022-03-20
"Greece","NonEssentialShops",2020-03-14,2020-06-01
"Greece","NonEssentialShops",2020-11-07,2021-01-17
"Greece","NonEssentialShopsPartial",2021-01-18,2021-05-14
"Greece","NonEssentialShopsPartial",2021-11-06,NA
"Greece","OutdoorOver100",2021-01-26,2021-05-20
"Greece","PlaceOfWorship",2020-08-09,2020-09-15
"Greece","PlaceOfWorshipPartial",2020-03-14,2020-08-08
"Greece","PlaceOfWorshipPartial",2020-11-07,NA
"Greece","PrivateGatheringRestrictions",2020-03-19,2020-05-03
"Greece","PrivateGatheringRestrictions",2020-11-07,2021-05-13
"Greece","QuarantineForInternationalTravellers",2020-03-19,2020-06-30
"Greece","QuarantineForInternationalTravellers",2020-12-18,2021-04-18
"Greece","QuarantineForInternationalTravellersPartial",2021-04-19,NA
"Greece","RegionalStayHomeOrder",2020-11-03,2020-11-06
"Greece","RegionalStayHomeOrder",2021-01-11,2021-02-05
"Greece","RegionalStayHomeOrderPartial",2021-02-06,2021-04-19
"Greece","RegionalStayHomeOrderPartial",2021-08-27,2021-09-16
"Greece","RestaurantsCafes",2020-11-07,2021-05-02
"Greece","RestaurantsCafesPartial",2020-03-14,2020-11-06
"Greece","RestaurantsCafesPartial",2021-05-03,NA
"Greece","SocialCircle",2021-01-01,2021-01-02
"Greece","StayHomeGen",2020-02-27,2020-03-22
"Greece","StayHomeOrder",2020-03-23,2020-05-04
"Greece","StayHomeOrderPartial",2020-11-07,2021-07-03
"Greece","StayHomeRiskG",2020-03-11,NA
"Greece","Teleworking",2020-03-19,2020-11-02
"Greece","TeleworkingPartial",2020-11-03,NA
"Hungary","BanOnAllEventsPartial",2020-03-16,2020-06-11
"Hungary","BanOnAllEventsPartial",2020-11-11,2021-04-30
"Hungary","ClosDaycare",2020-03-25,2020-06-02
"Hungary","ClosDaycare",2021-03-09,2021-04-18
"Hungary","ClosHigh",2020-03-25,2020-05-18
"Hungary","ClosHigh",2020-11-11,2021-07-07
"Hungary","ClosPrim",2020-03-16,2020-06-01
"Hungary","ClosPrim",2021-03-08,2021-04-18
"Hungary","ClosPrimPartial",2020-06-02,2020-06-26
"Hungary","ClosPrimPartial",2021-04-19,2021-05-09
"Hungary","ClosPubAny",2020-03-13,2020-03-27
"Hungary","ClosPubAny",2021-03-08,2021-04-06
"Hungary","ClosPubAnyPartial",2020-03-28,2020-05-18
"Hungary","ClosPubAnyPartial",2020-09-21,2021-03-07
"Hungary","ClosPubAnyPartial",2021-04-07,2022-03-07
"Hungary","ClosSec",2020-03-16,2020-06-01
"Hungary","ClosSec",2020-11-11,2021-05-09
"Hungary","ClosSecPartial",2020-06-02,2020-06-26
"Hungary","EntertainmentVenues",2020-03-13,2020-05-18
"Hungary","EntertainmentVenues",2020-11-04,2021-07-06
"Hungary","GymsSportsCentres",2020-11-11,2021-05-21
"Hungary","IndoorOver100",2020-03-11,2020-03-15
"Hungary","IndoorOver50",2021-05-01,2022-03-07
"Hungary","IndoorOver500",2020-09-21,2020-11-10
"Hungary","MasksMandatoryAllSpaces",2020-11-11,2021-05-21
"Hungary","MasksMandatoryClosedSpaces",2020-11-02,2020-11-11
"Hungary","MasksMandatoryClosedSpaces",2021-05-22,2021-07-06
"Hungary","MasksMandatoryClosedSpaces",2021-11-20,2022-03-07
"Hungary","MasksMandatoryClosedSpacesPartial",2020-05-04,2020-11-01
"Hungary","MasksMandatoryClosedSpacesPartial",2021-07-07,2021-11-19
"Hungary","MassGather50Partial",2020-03-16,2020-06-11
"Hungary","MassGather50Partial",2020-11-11,2022-03-07
"Hungary","MassGatherAll",2020-03-11,2020-03-15
"Hungary","MassGatherAllPartial",2020-03-16,2020-06-11
"Hungary","MassGatherAllPartial",2020-09-21,2022-03-07
"Hungary","NonEssentialShops",2021-03-08,2021-04-06
"Hungary","NonEssentialShopsPartial",2020-03-28,2020-05-18
"Hungary","NonEssentialShopsPartial",2020-11-11,2021-03-07
"Hungary","NonEssentialShopsPartial",2021-04-07,2021-05-21
"Hungary","OutdoorOver500",2020-03-11,2020-03-15
"Hungary","OutdoorOver500",2020-09-21,2020-11-10
"Hungary","OutdoorOver500",2021-05-01,2022-03-07
"Hungary","PrivateGatheringRestrictions",2020-11-11,2021-05-21
"Hungary","PrivateGatheringRestrictionsPartial",2021-05-22,2022-03-07
"Hungary","QuarantineForInternationalTravellers",2020-09-01,2022-03-07
"Hungary","RestaurantsCafes",2020-03-28,2020-05-18
"Hungary","RestaurantsCafes",2020-11-11,2021-04-23
"Hungary","RestaurantsCafesPartial",2020-09-21,2020-11-10
"Hungary","RestaurantsCafesPartial",2021-04-24,2022-03-07
"Hungary","StayHomeGen",2020-03-16,2020-03-26
"Hungary","StayHomeGen",2020-06-16,2020-11-03
"Hungary","StayHomeOrder",2020-03-27,2020-05-18
"Hungary","StayHomeOrderPartial",2020-11-04,2021-05-21
"Hungary","TeleworkingPartial",2021-03-08,2021-03-22
"Iceland","AdaptationOfWorkplace",2020-03-16,2020-03-17
"Iceland","ClosHigh",2020-03-16,2020-05-04
"Iceland","ClosHigh",2021-03-25,2021-04-01
"Iceland","ClosPrim",2021-03-25,2021-04-01
"Iceland","ClosPubAny",2020-03-16,2020-05-03
"Iceland","ClosPubAnyPartial",2020-05-04,2020-06-15
"Iceland","ClosPubAnyPartial",2020-08-31,2021-06-25
"Iceland","ClosPubAnyPartial",2021-07-25,2022-02-25
"Iceland","ClosSec",2020-03-16,2020-05-04
"Iceland","ClosSec",2021-03-25,2021-04-01
"Iceland","EntertainmentVenues",2020-03-16,2020-05-03
"Iceland","EntertainmentVenues",2020-11-01,2020-12-09
"Iceland","EntertainmentVenues",2021-03-24,2021-04-14
"Iceland","EntertainmentVenuesPartial",2020-05-04,2020-05-25
"Iceland","EntertainmentVenuesPartial",2020-08-31,2020-10-31
"Iceland","EntertainmentVenuesPartial",2020-12-10,2021-03-23
"Iceland","EntertainmentVenuesPartial",2021-04-15,2021-05-24
"Iceland","EntertainmentVenuesPartial",2021-07-25,2022-02-25
"Iceland","GymsSportsCentres",2020-03-16,2020-05-17
"Iceland","GymsSportsCentres",2021-03-24,2021-04-14
"Iceland","GymsSportsCentresPartial",2020-05-18,2020-06-15
"Iceland","GymsSportsCentresPartial",2020-10-20,2021-03-23
"Iceland","GymsSportsCentresPartial",2021-04-15,2021-05-24
"Iceland","GymsSportsCentresPartial",2021-07-25,2021-09-14
"Iceland","GymsSportsCentresPartial",2021-11-13,2022-02-10
"Iceland","IndoorOver100",2020-03-16,2020-03-23
"Iceland","IndoorOver100",2020-07-31,2020-09-09
"Iceland","IndoorOver1000",2021-09-15,2021-11-12
"Iceland","IndoorOver50",2020-03-24,2020-05-25
"Iceland","IndoorOver50",2021-02-24,2021-03-23
"Iceland","IndoorOver50",2021-05-10,2021-05-24
"Iceland","IndoorOver500",2020-05-26,2020-07-30
"Iceland","IndoorOver500",2020-09-10,2020-10-03
"Iceland","IndoorOver500",2021-05-25,2021-06-25
"Iceland","IndoorOver500",2021-07-25,2021-09-14
"Iceland","IndoorOver500",2021-11-13,2022-02-25
"Iceland","MasksMandatoryAllSpacesPartial",2020-10-05,2021-05-24
"Iceland","MasksMandatoryClosedSpacesPartial",2021-05-25,2022-02-25
"Iceland","MasksVoluntaryAllSpacesPartial",2020-07-31,2020-10-05
"Iceland","MassGather50",2020-03-24,2020-05-25
"Iceland","MassGather50",2020-10-04,2021-03-23
"Iceland","MassGather50",2021-05-10,2021-05-24
"Iceland","MassGather50",2021-11-13,2022-02-11
